Gene Symbol,organ
Kir3.3,Brain
FCGR3B,Blood and immune system
CD16,Blood and immune system
CD16b,Blood and immune system
FCG3,Blood and immune system
FCGR3,Blood and immune system
SLC9C2,Male tissue
MGC43026,Male tissue
SLC9A11,Male tissue
LRRC52,Male tissue
FLJ25811,Male tissue
FAM71A,Male tissue
FLJ32796,Male tissue
AXDND1,Male tissue
C1orf125,Male tissue
FLJ32940,Male tissue
TDRD5,Male tissue
FLJ34823,Male tissue
TUDOR3,Male tissue
SPATA17,Male tissue
IQCH,Male tissue
WDR64,Male tissue
FLJ32978,Male tissue
KLHDC8A,Female tissue
FLJ10748,Female tissue
PM20D1,Pancreas
Cps1,Pancreas
FLJ32569,Pancreas
IL20,Male tissue
IL-20,Male tissue
IL10D,Male tissue
ZCYTO10,Male tissue
KCNF1,Brain
IK8,Brain
KCNF,Brain
kH1,Brain
Kv5.1,Brain
NEUROD1,Brain
BETA2,Brain
BHF-1,Brain
bHLHa3,Brain
MODY6,Brain
NeuroD,Brain
FRZB,Eye
FRE,Eye
FRITZ,Eye
FRP-3,Eye
FRZB-1,Eye
FRZB-PEN,Eye
FRZB1,Eye
FZRB,Eye
hFIZ,Eye
SFRP3,Eye
SRFP3,Eye
ZSWIM2,Male tissue
MEX,Male tissue
MGC33890,Male tissue
ZZZ2,Male tissue
VSNL1,Brain
HLP3,Brain
HPCAL3,Brain
HUVISL1,Brain
VILIP,Brain
VILIP-1,Brain
ANKRD30BL,Male tissue
ANKRD30BP3,Male tissue
NCRNA00164,Male tissue
COQ8A,Heart and skeletal muscle
ADCK3,Heart and skeletal muscle
CABC1,Heart and skeletal muscle
COQ8,Heart and skeletal muscle
SCAR9,Heart and skeletal muscle
XIRP2,Heart and skeletal muscle
CMYA3,Heart and skeletal muscle
BIRC8,Male tissue
hILP2,Male tissue
ILP-2,Male tissue
RNF136,Male tissue
PDHA2,Male tissue
PDHAL,Male tissue
ANKRD23,Heart and skeletal muscle
DARP,Heart and skeletal muscle
FLJ32449,Heart and skeletal muscle
MARP3,Heart and skeletal muscle
TMOD4,Heart and skeletal muscle
Sk-Tmod,Heart and skeletal muscle
SMCP,Male tissue
MCSP,Male tissue
BMP10,Heart and skeletal muscle
TDRD10,Male tissue
DKFZp434M202,Male tissue
CRYGC,Male tissue
CRYG3,Male tissue
ALPP,Female tissue
GABRG1,Brain
ALPI,GI-tract
IGFN1,Heart and skeletal muscle
DKFZp434B1231,Heart and skeletal muscle
EEF1A2BP1,Heart and skeletal muscle
C3orf30,Male tissue
FLJ32859,Male tissue
TSCPA,Male tissue
PDCL2,Male tissue
GCPHLP,Male tissue
CXCR1,Blood and immune system
CD181,Blood and immune system
CDw128a,Blood and immune system
CKR-1,Blood and immune system
CMKAR1,Blood and immune system
IL8RA,Blood and immune system
TSACC,Male tissue
C1orf182,Male tissue
SIP,Male tissue
SSTK-IP,Male tissue
RETNLB,GI-tract
FIZZ2,GI-tract
HXCP2,GI-tract
RELMb,GI-tract
SERPINI1,Brain
neuroserpin,Brain
PI12,Brain
SPTA1,Blood and immune system
EL2,Blood and immune system
SYNPR,Brain
MGC26651,Brain
SPO,Brain
ALB,Liver
ERICH6,Male tissue
C3orf44,Male tissue
ERICH6A,Male tissue
FAM194A,Male tissue
MGC39662,Male tissue
FANCD2OS,Male tissue
C3orf24,Male tissue
MGC40179,Male tissue
CCDC158,Male tissue
FLJ25770,Male tissue
PLB1,GI-tract
FLJ30866,GI-tract
PLB,GI-tract
SPDYA,Male tissue
Ringo3,Male tissue
SPDY1,Male tissue
SPY1,Male tissue
TGM4,Male tissue
TGP,Male tissue
RTP3,Liver
LTM1,Liver
TMEM7,Liver
Z3CXXC3,Liver
IFT122,Male tissue
SPG,Male tissue
WDR10,Male tissue
WDR10p,Male tissue
WDR140,Male tissue
RHO,Eye
CSNBAD1,Eye
OPN2,Eye
RP4,Eye
ZDHHC19,Male tissue
MGC33345,Male tissue
MELTF,
CD228,
FLJ38863,
MAP97,
MFI2,
MGC4856,
MTf,
MTF1,
SLC9B1,Male tissue
NHA1,Male tissue
NHEDC1,Male tissue
FBXW12,Pancreas
Fbw12,Pancreas
FBXO35,Pancreas
BSN,Brain
ZNF231,Brain
CAMKV,Brain
MGC8407,Brain
VACAMKL,Brain
GRM2,Brain
GPRC1B,Brain
mGlu2,Brain
MGLUR2,Brain
TMEM155,Brain
FLJ30834,Brain
ADAD1,Male tissue
Tenr,Male tissue
ASB5,Heart and skeletal muscle
C4orf45,Male tissue
FLJ25371,Male tissue
TMEM144,Brain
FLJ11155,Brain
SLC45A2,Eye
AIM-1,Eye
MATP,Eye
OCA4,Eye
SCGB3A2,Lung
LU103,Lung
PNSP1,Lung
UGRP1,Lung
SPINK1,Pancreas
PCTT,Pancreas
PSTI,Pancreas
Spink3,Pancreas
TATI,Pancreas
SPZ1,Male tissue
FLJ25709,Male tissue
NYD-TSP1,Male tissue
PPP1R148,Male tissue
CAGE1,Male tissue
bA69L16.7,Male tissue
CT95,Male tissue
CTAG3,Male tissue
TMEM174,Kidney
FLJ31268,Kidney
MGC13034,Kidney
FAM170A,Male tissue
ZNFD,Male tissue
KLKB1,Liver
KLK3,Liver
SLC6A18,Kidney
FLJ31236,Kidney
Xtrp2,Kidney
44812,Brain
KIAA0202,Brain
2-Sep,Brain
LEAP2,Liver
LEAP-2,Liver
TLX3,Brain
HOX11L2,Brain
RNX,Brain
SPATA48,Male tissue
C7orf72,Male tissue
HIST1H2AA,Male tissue
bA317E16.2,Male tissue
H2AFR,Male tissue
NEUROD6,Brain
Atoh2,Brain
bHLHa2,Brain
Math-2,Brain
Nex1,Brain
NEX1M,Brain
TEX47,Male tissue
C7orf62,Male tissue
MGC26647,Male tissue
SP8,Male tissue
SUN3,Male tissue
MGC33329,Male tissue
SUNC1,Male tissue
HNF4G,GI-tract
NR2A2,GI-tract
SLC30A8,Pancreas
ZnT-8,Pancreas
ZNT8,Pancreas
EN2,Brain
KCNV1,Brain
Kv8.1,Brain
CSMD3,Brain
DEFA5,GI-tract
DEF5,GI-tract
HD-5,GI-tract
DEFA4,Blood and immune system
DEF4,Blood and immune system
HP-4,Blood and immune system
DEFA6,GI-tract
DEF6,GI-tract
HD-6,GI-tract
UNCX,Brain
Uncx4.1,Brain
SPAG11B,Male tissue
EDDM2B,Male tissue
EP2,Male tissue
EP2C,Male tissue
EP2D,Male tissue
HE2,Male tissue
CA3,Heart and skeletal muscle
CAIII,Heart and skeletal muscle
Car3,Heart and skeletal muscle
SLC7A13,Kidney
AGT-1,Kidney
XAT2,Kidney
BAALC,Brain
DIRAS2,Brain
Di-Ras2,Brain
DKFZp761C07121,Brain
PRKACG,Male tissue
PKACg,Male tissue
PRSS37,Male tissue
SSMEM1,Male tissue
C7orf45,Male tissue
FLJ40316,Male tissue
SVEP1,Female tissue
bA427L11.3,Female tissue
C9orf13,Female tissue
FLJ13529,Female tissue
POLYDOM,Female tissue
LLCFC1,Male tissue
C7orf34,Male tissue
CTM-1,Male tissue
C9orf84,Male tissue
FLJ32779,Male tissue
CXorf58,Male tissue
FLJ25444,Male tissue
PCDH19,Brain
EFMR,Brain
EIEE9,Brain
KIAA1313,Brain
SLC7A3,Blood and immune system
ATRC3,Blood and immune system
CAT-3,Blood and immune system
FLJ14541,Blood and immune system
GPR101,Brain
TSHR,Endocrine tissue
LGR3,Endocrine tissue
PGM2L1,Brain
BM32A,Brain
FLJ32029,Brain
MBL2,Liver
COLEC1,Liver
MBL,Liver
RPL10L,Male tissue
NOXRED1,Male tissue
C14orf148,Male tissue
FLJ32809,Male tissue
CDX2,GI-tract
CDX3,GI-tract
AMER2,Brain
FAM123A,Brain
FLJ25477,Brain
AKR1E2,Male tissue
AKR1CL2,Male tissue
AKRDC1,Male tissue
MGC10612,Male tissue
SSX3,Male tissue
CT5.3,Male tissue
TMEM52B,Kidney
C12orf59,Kidney
FLJ31166,Kidney
NSMF,Brain
NELF,Brain
C12orf50,Male tissue
FLJ35821,Male tissue
PPP1R36,Male tissue
C14orf50,Male tissue
ERICH6B,Male tissue
FAM194B,Male tissue
FLJ32682,Male tissue
ANKRD2,Heart and skeletal muscle
ARPP,Heart and skeletal muscle
E2F7,Blood and immune system
SERPINA12,Skin
OL-64,Skin
Vaspin,Skin
SLC6A5,Brain
GLYT2,Brain
NET1,Brain
CCDC38,Male tissue
FLJ40089,Male tissue
C1QL3,Brain
C1ql,Brain
C1QTNF13,Brain
CTRP13,Brain
K100,Brain
KCNC2,Brain
Kv3.2,Brain
LIPC,Liver
HL,Liver
HTGL,Liver
PASD1,Male tissue
CT63,Male tissue
TMCO5A,Male tissue
MGC35118,Male tissue
TMCO5,Male tissue
SVOP,Brain
DKFZp761H039,Brain
SPATA19,Male tissue
CT132,Male tissue
FLJ25851,Male tissue
SPAS1,Male tissue
spergen1,Male tissue
AMN,GI-tract
amnionless,GI-tract
PPP1R14D,GI-tract
CPI17-like,GI-tract
FLJ20251,GI-tract
GBPI-1,GI-tract
MGC119014,GI-tract
MGC119016,GI-tract
C16orf78,Male tissue
MGC33367,Male tissue
LRTM2,Brain
OPN1MW2,Skin
SPIC,Blood and immune system
MGC40611,Blood and immune system
SPI-C,Blood and immune system
TBATA,Male tissue
C10orf27,Male tissue
FLJ32820,Male tissue
spatial,Male tissue
SCN3B,Brain
HSA243396,Brain
MYRFL,GI-tract
bcm1377,GI-tract
C12orf15,GI-tract
C12orf28,GI-tract
FLJ25056,GI-tract
C2,Liver
C11orf65,Male tissue
MGC33948,Male tissue
CCDC182,Male tissue
NETO1,Brain
BCTL1,Brain
BTCL1,Brain
RAG1,Blood and immune system
MGC43321,Blood and immune system
RNF74,Blood and immune system
POTED,Male tissue
A26B3,Male tissue
ANKRD21,Male tissue
CT104.1,Male tissue
POTE,Male tissue
POTE-21,Male tissue
POTE21,Male tissue
WDR88,Male tissue
PQWD,Male tissue
PLD4,Blood and immune system
C14orf175,Blood and immune system
CPLX4,Eye
CPX-IV,Eye
CDH16,Kidney
RRAD,Heart and skeletal muscle
RAD,Heart and skeletal muscle
REM3,Heart and skeletal muscle
MMP10,Female tissue
STMY2,Female tissue
ACSM1,Female tissue
BUCS1,Female tissue
MACS1,Female tissue
CATSPER2,Male tissue
LDHC,Male tissue
CT32,Male tissue
LDHAL6A,Male tissue
LDH6A,Male tissue
MGC23940,Male tissue
GLYATL1,Liver
FLJ34646,Liver
MGC15397,Liver
CACNG2,Brain
MGC138502,Brain
MGC138504,Brain
stargazin,Brain
TAC3,Female tissue
NKB,Female tissue
NKNB,Female tissue
ZNEUROK1,Female tissue
MYO1A,GI-tract
DFNA48,GI-tract
MYHL,GI-tract
ELFN2,Brain
dJ63G5.3,Brain
KIAA1904,Brain
LRRC62,Brain
PPP1R29,Brain
MS4A6E,Male tissue
MS4A5,Male tissue
CD20L2,Male tissue
MAP1A,Brain
MAP1L,Brain
TERB2,Male tissue
C15orf43,Male tissue
MGC33951,Male tissue
NKX3-1,Male tissue
BAPX2,Male tissue
NKX3.1,Male tissue
NKX3A,Male tissue
SUN5,Male tissue
dJ726C3.1,Male tissue
SPAG4L,Male tissue
TSARG4,Male tissue
SAMD14,Brain
FLJ36890,Brain
BPIFB6,
BPIL3,
LPLUNC6,
TMEM92,GI-tract
FLJ33318,GI-tract
LINC00483,GI-tract
C17orf73,GI-tract
FLJ20694,GI-tract
ENDOG,Heart and skeletal muscle
TBC1D21,Male tissue
MGC34741,Male tissue
MgcRabGAP,Male tissue
C16orf92,Male tissue
FLJ25404,Male tissue
GOLGA6C,Male tissue
IGF2,Female tissue
C11orf43,Female tissue
FLJ44734,Female tissue
IGF-II,Female tissue
MYO5B,GI-tract
KIAA1119,GI-tract
ACAA2,Liver
DSAEC,Liver
MMP26,Female tissue
endometase,Female tissue
MGC126590,Female tissue
MGC126592,Female tissue
LPO,
SPO,
SPATA33,Male tissue
C16orf55,Male tissue
FLJ31606,Male tissue
PROCA1,Male tissue
MGC39650,Male tissue
LALBA,Female tissue
LYZL7,Female tissue
CORO6,Heart and skeletal muscle
FLJ14871,Heart and skeletal muscle
TTYH1,Brain
TMEM145,Brain
FLJ90805,Brain
ATCAY,Brain
BNIP-H,Brain
SERPINF2,Liver
A2AP,Liver
AAP,Liver
ALPHA-2-PI,Liver
API,Liver
PLI,Liver
KLK4,Male tissue
EMSP,Male tissue
EMSP1,Male tissue
KLK-L1,Male tissue
PRSS17,Male tissue
PSTS,Male tissue
KLK2,Male tissue
KLK13,
KLK-L4,
KRT1,Skin
EHK1,Skin
KRT1A,Skin
SOAT2,GI-tract
ACAT2,GI-tract
CABP2,Eye
DFNB93,Eye
TBX10,GI-tract
TBX13,GI-tract
TBX7,GI-tract
MGAT5B,Brain
FLJ25132,Brain
GnT-IX,Brain
GnT-VB,Brain
CYP7A1,Liver
CYP7,Liver
CASKIN1,Brain
ANKS5A,Brain
KIAA1306,Brain
NLRC3,Blood and immune system
CLR16.2,Blood and immune system
FLJ00348,Blood and immune system
NOD3,Blood and immune system
BEST1,Eye
BEST,Eye
BMD,Eye
RP50,Eye
VMD2,Eye
TTC21A,Male tissue
IFT139A,Male tissue
STI2,Male tissue
MAJIN,Male tissue
C11orf85,Male tissue
HIST3H3,Male tissue
H3.4,Male tissue
H3/g,Male tissue
H3FT,Male tissue
H3t,Male tissue
GLYCTK,Liver
HBEBP2,Liver
HBEBP4,Liver
KCNV2,Eye
Kv8.2,Eye
PTF1A,Pancreas
bHLHa29,Pancreas
PTF1-p48,Pancreas
KIF5C,Brain
ACOX2,Liver
BRCACOX,Liver
BRCOX,Liver
THCCox,Liver
MOBP,Brain
PPDPFL,Heart and skeletal muscle
C8orf22,Heart and skeletal muscle
KLHL30,Heart and skeletal muscle
FLJ43374,Heart and skeletal muscle
TXNDC2,Male tissue
SPTRX1,Male tissue
SFTPC,Lung
BRICD6,Lung
PSP-C,Lung
SFTP2,Lung
SMDP2,Lung
SP-C,Lung
MTCL1,Brain
CCDC165,Brain
KIAA0802,Brain
SOGA2,Brain
GBX2,Brain
ADAM29,Male tissue
CT73,Male tissue
svph1,Male tissue
ADAM18,Male tissue
ADAM27,Male tissue
tMDCIII,Male tissue
WFDC13,Male tissue
C20orf138,Male tissue
dJ601O1.3,Male tissue
WAP13,Male tissue
KCTD19,Male tissue
FLJ40162,Male tissue
CA7,GI-tract
TSPY2,Male tissue
TSPYQ1,Male tissue
FSTL5,Brain
DKFZp566D234,Brain
KIAA1263,Brain
SFTPB,Lung
SFTP3,Lung
SP-B,Lung
BTNL3,GI-tract
BTN9.1,GI-tract
BTNLR,GI-tract
ENHO,Brain
C9orf165,Brain
UNQ470,Brain
CTRB1,Pancreas
CTRB,Pancreas
CTRB2,Pancreas
TM4SF20,GI-tract
FLJ22800,GI-tract
TCCE518,GI-tract
GRM5,Brain
GPRC1E,Brain
mGlu5,Brain
MGLUR5,Brain
PPP1R86,Brain
CPLX1,Brain
CPX-I,Brain
NTSR2,Brain
NTR2,Brain
VCX3A,Male tissue
VCX-8r,Male tissue
VCX-A,Male tissue
VCX3,Male tissue
C8orf46,Brain
MGC33510,Brain
ATF5,Liver
GOT1L1,Male tissue
MGC33309,Male tissue
IL13,Male tissue
ALRH,Male tissue
BHR1,Male tissue
IL-13,Male tissue
MGC116786,Male tissue
MGC116788,Male tissue
MGC116789,Male tissue
P600,Male tissue
OR6F1,Male tissue
OST731,Male tissue
GPRIN1,Brain
GRIN1,Brain
KIAA1893,Brain
IL1RAPL1,Brain
IL1R8,Brain
IL1RAPL,Brain
MRX10,Brain
MRX21,Brain
MRX34,Brain
OPHN4,Brain
TIGIRR-2,Brain
C22orf15,Female tissue
FLJ36561,Female tissue
N27C7-3,Female tissue
UMOD,Kidney
GP2,Pancreas
ZAP75,Pancreas
ELSPBP1,Male tissue
E12,Male tissue
EDDM12,Male tissue
HE12,Male tissue
PTAFR,Blood and immune system
SPRR1A,
HTRA4,Female tissue
FLJ90724,Female tissue
CT55,Male tissue
CXorf48,Male tissue
FLJ20527,Male tissue
GKN1,GI-tract
AMP18,GI-tract
BRICD1,GI-tract
CA11,GI-tract
MT1B,Liver
MT1,Liver
MT1Q,Liver
ACTRT2,Male tissue
Arp-T2,Male tissue
ARPM2,Male tissue
FLJ25424,Male tissue
DCXR,Liver
DCR,Liver
KIDCR,Liver
SDR20C1,Liver
NRG4,Pancreas
HRG4,Pancreas
TMEM266,Brain
C15orf27,Brain
FLJ38190,Brain
TAS2R1,Male tissue
T2R1,Male tissue
TRB7,Male tissue
LINGO1,Brain
FLJ14594,Brain
LERN1,Brain
LRRN6A,Brain
RBMY1F,Male tissue
MGC33094,Male tissue
GSX1,Brain
Gsh-1,Brain
GSH1,Brain
CTNND2,Brain
GT24,Brain
NPRAP,Brain
MUC17,GI-tract
AHSP,Blood and immune system
EDRF,Blood and immune system
ERAF,Blood and immune system
S100G,GI-tract
CABP1,GI-tract
CABP9K,GI-tract
CALB3,GI-tract
HSFY2,Male tissue
FLJ25453,Male tissue
MYO7B,GI-tract
SERPINA9,Blood and immune system
CENTERIN,Blood and immune system
GCET1,Blood and immune system
SERPINA11b,Blood and immune system
GPR37L1,Brain
ETBR-LP-2,Brain
NSG2,Brain
CALY3,Brain
HMP19,Brain
SERPINA6,Liver
CBG,Liver
VGLL2,Heart and skeletal muscle
GYPA,Blood and immune system
CD235a,Blood and immune system
GPA,Blood and immune system
MN,Blood and immune system
MNS,Blood and immune system
FABP6,GI-tract
I-15P,GI-tract
I-BABP,GI-tract
I-BALB,GI-tract
I-BAP,GI-tract
ILBP,GI-tract
ILBP3,GI-tract
ILLBP,GI-tract
USP50,Male tissue
CNGB3,Eye
ACHM1,Eye
ACHM3,Eye
RMCH,Eye
SLN,Heart and skeletal muscle
MGC12301,Heart and skeletal muscle
MGC125854,Heart and skeletal muscle
MGC125855,Heart and skeletal muscle
CDK1,Blood and immune system
CDC2,Blood and immune system
CDC28A,Blood and immune system
CST5,
CST2,
CST1,
DCLK2,Brain
DCAMKL2,Brain
DCDC3,Brain
DCDC3B,Brain
DCK2,Brain
MGC45428,Brain
SPATA24,Male tissue
CCDC161,Male tissue
T6441,Male tissue
KISS1,Female tissue
HSD17B13,Liver
SCDR9,Liver
SDR16C3,Liver
COX7B2,Male tissue
KRT83,Skin
Hb-3,Skin
KRTHB3,Skin
DLGAP1,Brain
DAP-1,Brain
GKAP,Brain
SAPAP1,Brain
FAM71B,Male tissue
MGC26988,Male tissue
SLC26A5,Brain
DFNB61,Brain
PRES,Brain
RASA4B,Heart and skeletal muscle
RBMXL2,Male tissue
HNRNPG-T,Male tissue
HNRPGT,Male tissue
GPR37,Brain
EDNRBL,Brain
hET(B)R-LP,Brain
PAELR,Brain
TPD52L3,Male tissue
NYD-SP25,Male tissue
DYDC1,Male tissue
bA36D19.5,Male tissue
DPY30D1,Male tissue
BFSP2,Blood and immune system
CP47,Blood and immune system
CP49,Blood and immune system
LIFL-L,Blood and immune system
phakinin,Blood and immune system
CEL,Pancreas
BSSL,Pancreas
MODY8,Pancreas
PSG6,Female tissue
PLA2G1B,Pancreas
PLA2,Pancreas
PLA2A,Pancreas
PPLA2,Pancreas
TEX13B,Male tissue
TGC3B,Male tissue
TSGA5,Male tissue
MBD3L1,Male tissue
MBD3L,Male tissue
PGK2,Male tissue
PGK-2,Male tissue
PGKPS,Male tissue
OR8B12,Male tissue
PLAC1,Female tissue
CT92,Female tissue
OOSP2L,Female tissue
DDI1,Male tissue
FLJ36017,Male tissue
PKIA,Heart and skeletal muscle
PRKACN1,Heart and skeletal muscle
C8orf74,Male tissue
MUC7,
FLJ27047,
MG2,
SMR3B,
P-B,
PRL3,
PROL3,
LRG1,Liver
LRG,Liver
NPTX1,Brain
KRT38,Skin
KRTHA8,Skin
TPPP,Brain
p25,Brain
p25alpha,Brain
TPPP/p25,Brain
TPPP1,Brain
KRTAP4-4,Skin
KAP4.13,Skin
KAP4.4,Skin
KRTAP4-13,Skin
XAGE3,Female tissue
CT12.3a,Female tissue
CT12.3b,Female tissue
GAGED4,Female tissue
PLAC6,Female tissue
pp9012,Female tissue
XAGE-3,Female tissue
XAGE5,Male tissue
CT12.5,Male tissue
GAGED5,Male tissue
XAGE-5,Male tissue
KRT20,GI-tract
CK20,GI-tract
K20,GI-tract
MGC35423,GI-tract
KRT27,Skin
KRT25C,Skin
SPACA5B,Male tissue
LYZL5B,Male tissue
NLRP5,Endocrine tissue
CLR19.8,Endocrine tissue
MATER,Endocrine tissue
NALP5,Endocrine tissue
PAN11,Endocrine tissue
PYPAF8,Endocrine tissue
SPACA5,Male tissue
dJ54B20.3,Male tissue
LYC5,Male tissue
LYZL5,Male tissue
PNPK6288,Male tissue
SLLP2,Male tissue
UNQ6288,Male tissue
MROH2B,Male tissue
DKFZp781F0822,Male tissue
FLJ40243,Male tissue
HEATR7B2,Male tissue
NEUROD2,Brain
bHLHa1,Brain
NDRF,Brain
OTP,Brain
FGG,Liver
FGA,Liver
FGB,Liver
ENC1,Brain
ENC-1,Brain
KLHL37,Brain
NRPB,Brain
PIG10,Brain
TP53I10,Brain
SPATA46,Male tissue
C1orf111,Male tissue
SYCE1,Male tissue
bA108K14.6,Male tissue
C10orf94,Male tissue
CT76,Male tissue
NXNL1,Eye
RDCVF,Eye
TXNL6,Eye
SLFNL1,Male tissue
FLJ23878,Male tissue
WDR87,Male tissue
NYD-SP11,Male tissue
RRM2,Blood and immune system
PRND,Male tissue
dJ1068H6.4,Male tissue
DOPPEL,Male tissue
DPL,Male tissue
PrPLP,Male tissue
KLF17,Male tissue
FLJ40160,Male tissue
Zfp393,Male tissue
ZNF393,Male tissue
CYP4F11,Liver
FBXW10,Male tissue
C17orf1,Male tissue
C17orf1A,Male tissue
Fbw10,Male tissue
HREP,Male tissue
SM2SH2,Male tissue
FOXB1,Brain
FKH5,Brain
HFKH-5,Brain
C11orf40,Male tissue
44866,Male tissue
LDHAL6B,Male tissue
LDH6B,Male tissue
LDHAL6,Male tissue
LDHL,Male tissue
MAL,
GAP43,Brain
B-50,Brain
PP46,Brain
REG1B,Pancreas
PSPS2,Pancreas
REGH,Pancreas
REGI-BETA,Pancreas
REGL,Pancreas
LRRC15,Female tissue
LIB,Female tissue
TEX37,Male tissue
C2orf51,Male tissue
FLJ25369,Male tissue
TSC21,Male tissue
SLC9C1,Male tissue
NHE,Male tissue
SLC9A10,Male tissue
LCE1D,Skin
LEP4,Skin
PRL,Endocrine tissue
ID4,Endocrine tissue
bHLHb27,Endocrine tissue
AZU1,Blood and immune system
AZAMP,Blood and immune system
AZU,Blood and immune system
CAP37,Blood and immune system
HBP,Blood and immune system
HUMAZUR,Blood and immune system
NAZC,Blood and immune system
ATOH1,GI-tract
bHLHa14,GI-tract
HATH1,GI-tract
MATH-1,GI-tract
Math1,GI-tract
C1QTNF4,Brain
CTRP4,Brain
ZACRP4,Brain
CDY1,Male tissue
CDY1A,Male tissue
SPTLC3,Female tissue
C20orf38,Female tissue
FLJ11112,Female tissue
hLCB2b,Female tissue
LCB2B,Female tissue
SPTLC2L,Female tissue
BPGM,Female tissue
CDY1B,Male tissue
ARNT2,Brain
bHLHe1,Brain
KIAA0307,Brain
DNAJB7,Male tissue
HSC3,Male tissue
INSL5,GI-tract
EFCAB3,Male tissue
FLJ25818,Male tissue
TTC36,Liver
HBP21,Liver
HSFY1,Male tissue
HSF2L,Male tissue
HSFY,Male tissue
AGXT,Liver
AGT1,Liver
AGXT1,Liver
PH1,Liver
SPAT,Liver
SPT,Liver
ACOT12,Liver
Cach,Liver
STARD15,Liver
THEAL,Liver
THEMIS,Blood and immune system
bA325O24.3,Blood and immune system
bA325O24.4,Blood and immune system
C6orf190,Blood and immune system
C6orf207,Blood and immune system
FLJ40584,Blood and immune system
TSEPA,Blood and immune system
MOS,Male tissue
MS4A10,GI-tract
CD20L7,GI-tract
MS4A9,GI-tract
FAM71D,Male tissue
C14orf54,Male tissue
CCL19,Blood and immune system
CKb11,Blood and immune system
ELC,Blood and immune system
exodus-3,Blood and immune system
MIP-3b,Blood and immune system
SCYA19,Blood and immune system
LRRC20,Heart and skeletal muscle
FLJ10751,Heart and skeletal muscle
FLJ10844,Heart and skeletal muscle
TMEM217,Male tissue
C6orf128,Male tissue
dJ355M6.2,Male tissue
RAB43,Liver
ISY1,Liver
RAB11B,Liver
RAB41,Liver
SNX32,Brain
FLJ30934,Brain
SNX6B,Brain
KRT2,Skin
KRT2A,Skin
KRTE,Skin
LVRN,Female tissue
APQ,Female tissue
AQPEP,Female tissue
FLJ90650,Female tissue
TAQPEP,Female tissue
SLC22A13,Kidney
OAT10,Kidney
OCTL1,Kidney
OCTL3,Kidney
ORCTL3,Kidney
ADH6,Liver
ADH-5,Liver
CCDC96,Male tissue
FLJ90575,Male tissue
CCDC63,Male tissue
FLJ35843,Male tissue
ODA5,Male tissue
TUBB8P12,Male tissue
C11orf86,GI-tract
FLJ22675,GI-tract
LIPM,Skin
bA304I5.1,Skin
LIPL3,Skin
PLAC8L1,Male tissue
SLC2A14,Male tissue
GLUT14,Male tissue
SLC2A3P3,Male tissue
CST9,Female tissue
CLM,Female tissue
CTES7A,Female tissue
AC097637.1,Blood and immune system
IQCF1,Male tissue
MGC39725,Male tissue
GLIPR1L1,Male tissue
MGC26856,Male tissue
CCDC36,Male tissue
CT74,Male tissue
FLJ25320,Male tissue
RNASE8,
RAE2,
MST1,Liver
D3F15S2,Liver
DNF15S2,Liver
HGFL,Liver
MSP,Liver
NF15S2,Liver
TNFRSF10C,Blood and immune system
CD263,Blood and immune system
DcR1,Blood and immune system
LIT,Blood and immune system
TRAILR3,Blood and immune system
TRID,Blood and immune system
NLRP13,Female tissue
CLR19.7,Female tissue
NALP13,Female tissue
NOD14,Female tissue
PAN13,Female tissue
CCR9,Blood and immune system
CDw199,Blood and immune system
GPR-9-6,Blood and immune system
GPR28,Blood and immune system
SULT1B1,GI-tract
ST1B2,GI-tract
HES3,Blood and immune system
bHLHb43,Blood and immune system
ADGRG2,Male tissue
EDDM6,Male tissue
GPR64,Male tissue
HE6,Male tissue
TM7LN2,Male tissue
SPATA3,Male tissue
TSARG1,Male tissue
MUC13,GI-tract
DRCC1,GI-tract
C1orf100,Male tissue
TOPAZ1,Male tissue
C3orf77,Male tissue
FLJ36157,Male tissue
CNP,Brain
TDRD12,Male tissue
ECAT8,Male tissue
FLJ13072,Male tissue
44630,Male tissue
FLJ35757,Male tissue
MARCH-X,Male tissue
RNF190,Male tissue
SLCO4C1,Kidney
OATP-H,Kidney
OATP4C1,Kidney
OATPX,Kidney
SLC21A20,Kidney
RAX2,Eye
ARMD6,Eye
CORD11,Eye
MGC15631,Eye
RAXL1,Eye
SPERT,Male tissue
CBY2,Male tissue
NURIT,Male tissue
FAM46D,Male tissue
CT1.26,Male tissue
CT112,Male tissue
MGC26999,Male tissue
C9orf131,Male tissue
MGC41945,Male tissue
ARL13A,Male tissue
ARL13,Male tissue
SLC16A13,Liver
MCT13,Liver
SLC6A19,GI-tract
STARD6,Male tissue
GOLGA6L2,Male tissue
CT105,Male tissue
FLJ36144,Male tissue
SLC26A9,
TTC9B,Brain
FLJ30373,Brain
MYO1H,Male tissue
FLJ37587,Male tissue
UGT8,Brain
CGT,Brain
FGFBP3,Brain
C10orf13,Brain
MGC39320,Brain
CNIH2,Brain
CNIH-2,Brain
Cnil,Brain
MGC50896,Brain
AMY1B,
AMY1,
NLRP6,GI-tract
CLR11.4,GI-tract
NALP6,GI-tract
PAN3,GI-tract
PYPAF5,GI-tract
CATSPERD,Male tissue
MGC39581,Male tissue
TMEM146,Male tissue
ZIC4,Brain
CA5A,Liver
CA5,Liver
CAV,Liver
CAVA,Liver
ZG16,GI-tract
hZG16,GI-tract
JCLN,GI-tract
JCLN1,GI-tract
